Bug编号,Source数据库类型,Source数据库版本,Sink数据库类型,Sink数据库版本,CDC工具类型,CDC受影响版本,CDC修复版本,依赖软件,依赖软件版本,,,软件情况,故障表现,首次报告时间,确认修复时间,修复 commit hash,tool_created_at,tool_updated_at,tool_closed_at,tool_merged_at,tool_merge_commit_hash,tool_labels,tool_files_changed,tool_total_comments_count,tool_total_chars,tool_total_words,tool_total_bytes,issue_comments_count,issue_comments_chars,issue_comments_words,issue_comments_bytes,review_comments_count,review_comments_chars,review_comments_words,review_comments_bytes,pr_detail_title_chars,pr_detail_body_chars,pr_detail_comments_count,pr_detail_review_comments_count,review_blocs_count,review_blocs_chars,review_blocs_words,review_blocs_bytes
FLINK-37706,OceanBase,,,,Flink CDC,3.3.0,3.4.0,,,,,测试错误（待确认）,,2025/4/21 06:19,2025/4/22 01:45,4cf54c61f9f9283ba1138ffc0179f53f6b67ce3f,2025-04-21T11:47:49Z,2025-04-22T01:45:58Z,2025-04-22T01:45:58Z,2025-04-22T01:45:58Z,4cf54c61f9f9283ba1138ffc0179f53f6b67ce3f,oceanbase-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-oceanbase-cdc/src/test/java/org/apache/flink/cdc/connectors/oceanbase/OceanBaseTestUtils.java,0,0,0,0,0,0,0,0,0,0,0,0,104,127,0,0,0,0,0,0
FLINK-37710,MySQL,,,,Flink CDC,3.3.0,,,,,,逻辑故障,数据丢失,2025/4/22 01:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37712,ParallelMetadataSource,,,,Flink CDC,3.4.0,,,,,,崩溃故障,,2025/4/22 04:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37713,,,,,Flink CDC,3.4.0,3.4.0,,,,,逻辑故障,数据变更,2025/4/22 12:12,2025/4/24 06:22,612ff5d352b2171b9e218f3e0d0c0b31921a3429,2025-04-22T12:18:25Z,2025-04-24T06:22:22Z,2025-04-24T06:22:21Z,2025-04-24T06:22:21Z,612ff5d352b2171b9e218f3e0d0c0b31921a3429,runtime;reviewed;approved,flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/common/SchemaRegistry.java,1,70,11,70,0,0,0,0,0,0,0,0,92,159,0,0,1,70,11,70
FLINK-37717,,,,,Flink CDC,3.3.0,,,,,,逻辑故障（待确认）,数据丢失,2025/4/24 11:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37739,,,,,Flink CDC,3.3.0,,,,,,潜在故障（配置出错）,,2025/4/28 02:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37741,,,,,Flink CDC,3.4.0,3.4.0/3.5.0,,,,,性能故障（待确认）,,2025/4/28 07:34,2025/4/29 02:25,250ab43e185ee39b23c4fb6376b84ea9e6741f58,2025-04-28T07:44:53Z,2025-04-29T02:25:39Z,2025-04-29T02:25:39Z,2025-04-29T02:25:39Z,250ab43e185ee39b23c4fb6376b84ea9e6741f58,common;reviewed;approved,flink-cdc-common/src/main/java/org/apache/flink/cdc/common/schema/Schema.java,6,1651,268,1654,4,1447,235,1450,1,199,32,199,60,1273,4,1,1,5,1,5
FLINK-37774,SQL Server,,,,Flink CDC,3.3.0,3.5.0,,,,,崩溃故障,,2025/5/10 01:52,,,2025-05-10T01:56:27Z,2025-09-02T22:59:53Z,2025-05-26T04:10:27Z,2025-05-26T04:10:27Z,6b8c5f3cf480ec0f5de1635c80c8e3f2634cdb1b,mysql-cdc-connector;base;sqlserver-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/assigner/state/PendingSplitsStateSerializer.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/test/java/org/apache/flink/cdc/connectors/base/source/assigner/state/PendingSplitsStateSerializerTest.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/assigners/state/PendingSplitsStateSerializer.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/split/MySqlSplitSerializer.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/source/assigners/state/PendingSplitsStateSerializerTest.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-sqlserver-cdc/src/main/java/org/apache/flink/cdc/connectors/sqlserver/source/utils/SqlServerConnectionUtils.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-sqlserver-cdc/src/main/java/org/apache/flink/cdc/connectors/sqlserver/source/utils/SqlServerUtils.java,10,5804,535,5804,1,28,5,28,8,5771,529,5771,104,404,1,8,1,5,1,5
FLINK-37824,,,,,Flink CDC,3.4.0,3.5.0,,,,,逻辑故障,结构变化,2025/5/21 10:56,2025/5/23 12:09,a91f8b7b273bdbb08c451c833ecd5838f8615a70,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37835,MySQL,,,,Flink CDC,3.4.0,3.5.0,,,,,崩溃故障,,2025/5/23 01:11,2025/8/13 03:13,b937fdcf6ad7ebdefa2a2a3ee23b55a1ddbfa5da,2025-08-12T07:13:15Z,2025-08-13T03:13:42Z,2025-08-13T03:13:42Z,2025-08-13T03:13:42Z,b937fdcf6ad7ebdefa2a2a3ee23b55a1ddbfa5da,mysql-cdc-connector;reviewed;approved;3.5,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/offset/BinlogOffset.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/debezium/reader/BinlogSplitReaderTest.java,1,5,1,5,0,0,0,0,0,0,0,0,65,431,0,0,1,5,1,5
FLINK-37839,,,,,Flink CDC,3.4.0,3.5.0,,,,,打包故障,,2025/5/24 02:02,2025/5/26 06:07,29bee723be4f63d5cc86c80789c022b9a290da69,2025-05-24T02:14:11Z,2025-05-26T06:07:25Z,2025-05-26T06:07:24Z,2025-05-26T06:07:24Z,29bee723be4f63d5cc86c80789c022b9a290da69,build;reviewed;approved,tools/releasing/create_source_release.sh,2,131,22,131,1,88,15,88,0,0,0,0,65,302,1,0,1,43,7,43
FLINK-37848,MySQL,,,,Flink CDC,3.4.0,,,,,,逻辑故障,数据丢失,2025/5/26 03:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37852,SQL Server,,,,Flink CDC,3.4.0,,,,,,逻辑故障,结构变化,2025/5/26 17:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37860,,,Paimon,,Flink CDC,3.4.0,3.5.0,,,,,崩溃故障,,2025/5/28 11:17,2025/6/9 07:13,2fcf6f216aa74da4e0309d261e95f3462c2d1cc5,2025-05-28T11:19:31Z,2025-06-09T07:13:58Z,2025-06-09T07:13:58Z,2025-06-09T07:13:58Z,2fcf6f216aa74da4e0309d261e95f3462c2d1cc5,paimon-pipeline-connector;reviewed;approved,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/main/java/org/apache/flink/cdc/connectors/paimon/sink/v2/PreCommitOperator.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/test/java/org/apache/flink/cdc/connectors/paimon/sink/v2/PaimonSinkITCase.java,4,377,54,377,2,83,13,83,1,289,40,289,108,1709,2,1,1,5,1,5
FLINK-37879,,,,,Flink CDC,3.4.0,,,,,,语法故障（待确认）,,2025/5/30 13:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37888,MySQL,,,,Flink CDC,3.4.0,,,,,,逻辑故障,结构变化,2025/6/3 13:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37891,SQL Server,,,,Flink CDC,3.4.0,3.5.0,,,,,文档错误（待确认）,,2025/6/3 23:00,2025/6/9 14:40,1454b36a3c6c6972842a9b193a4651b8c3f8d735,2025-06-03T23:04:48Z,2025-06-10T13:07:13Z,2025-06-10T05:40:50Z,2025-06-10T05:40:50Z,1454b36a3c6c6972842a9b193a4651b8c3f8d735,docs;sqlserver-cdc-connector;reviewed;approved,docs/content.zh/docs/connectors/flink-sources/sqlserver-cdc.md;docs/content/docs/connectors/flink-sources/sqlserver-cdc.md;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-sqlserver-cdc/src/main/java/org/apache/flink/cdc/connectors/sqlserver/table/SqlServerTableFactory.java,1,26,4,26,0,0,0,0,0,0,0,0,65,382,0,0,1,26,4,26
FLINK-37905,MySQL,,,,Flink CDC,3.4.0,3.5.0,,,,,崩溃故障,,2025/6/5 08:22,2025/8/8 07:36,224a07510be35c5d0dcfc9aa0a8dcbd88b0e7733,2025-06-05T13:32:37Z,2025-08-08T07:36:56Z,2025-08-08T07:36:56Z,2025-08-08T07:36:56Z,224a07510be35c5d0dcfc9aa0a8dcbd88b0e7733,composer;runtime;e2e-tests;reviewed;approved,flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkPipelineTransformITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/TransformE2eITCase.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/parser/JaninoCompiler.java;flink-cdc-runtime/src/main/resources/saffron.properties;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/parser/TransformParserTest.java,2,102,9,102,0,0,0,0,1,97,8,97,66,255,0,1,1,5,1,5
FLINK-37909,MongoDB,,,,Flink CDC,3.4.0,3.5.0,Flink,1.20.0,,,崩溃故障,,2025/6/6 03:54,2025/6/7 12:37,9c84d64d646e02183aa49cba26a0dd7cf6bb3158,2025-06-06T04:31:49Z,2025-06-07T15:21:05Z,2025-06-07T15:07:14Z,2025-06-07T15:07:14Z,9c84d64d646e02183aa49cba26a0dd7cf6bb3158,mongodb-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mongodb-cdc/src/main/java/org/apache/flink/cdc/connectors/mongodb/source/reader/fetch/MongoDBStreamFetchTask.java,6,1495,231,1495,5,1405,217,1405,0,0,0,0,93,327,5,0,1,90,14,90
FLINK-37943,MongoDB,,,,Flink CDC,2.4.2,,,,,,崩溃故障,,2025/6/11 08:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37975,MySQL,,,,Flink CDC,3.4.0,,,,,,逻辑故障,结构变化,2025/6/19 13:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38021,MySQL,,,,Flink CDC,3.4.0,,Flink,1.20.0,,,逻辑故障,结构变化,2025/6/27 04:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38026,Oracle,,,,Flink CDC,3.4.0,,,,,,逻辑故障,结构变化,2025/6/27 15:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38061,MySQL,5.7,,,Flink CDC,3.4.0,,Flink,1.20.1,,,崩溃故障,,2025/7/8 07:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38065,PostgreSQL,,,,Flink CDC,3.4.0,3.5.0,,,,,崩溃故障,,2025/7/8 20:11,2025/7/9 10:54,8437bc922f1dc7298ae0881302bda90999b63c97,2025-07-08T20:13:53Z,2025-07-09T12:49:44Z,2025-07-09T10:54:08Z,2025-07-09T10:54:08Z,8437bc922f1dc7298ae0881302bda90999b63c97,postgres-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/main/java/org/apache/flink/cdc/connectors/postgres/source/offset/PostgresOffset.java,1,33,6,33,0,0,0,0,0,0,0,0,59,122,0,0,1,33,6,33
FLINK-38134,,,,,,,3.5.0,,,,,逻辑故障（待确认）,数据丢失,2025/7/23 07:15,2025/7/31 11:17,5eaf9eb86b81a1fe80a06abe7c39a85cadc9b35e,2025-07-25T04:23:27Z,2025-07-31T11:17:50Z,2025-07-31T11:17:49Z,2025-07-31T11:17:49Z,5eaf9eb86b81a1fe80a06abe7c39a85cadc9b35e,docs;common;e2e-tests;reviewed;approved,docs/content.zh/docs/connectors/flink-sources/mysql-cdc.md;docs/content/docs/connectors/flink-sources/mysql-cdc.md;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/utils/SchemaMergingUtils.java;flink-cdc-common/src/test/java/org/apache/flink/cdc/common/utils/SchemaMergingUtilsTest.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/pom.xml,5,233,45,233,3,224,43,224,0,0,0,0,70,170,3,0,2,9,2,9
FLINK-38141,,,Iceberg,,Flink CDC,3.4.0,3.5.0,,,,,逻辑故障,数据变更,2025/7/25 07:01,2025/8/4 12:00,f58158ae398956763efb55f766178ee916062cde,2025-07-31T03:26:13Z,2025-08-04T12:00:03Z,2025-08-04T12:00:03Z,2025-08-04T12:00:03Z,f58158ae398956763efb55f766178ee916062cde,reviewed;approved,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-iceberg/src/main/java/org/apache/flink/cdc/connectors/iceberg/sink/utils/IcebergTypeUtils.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-iceberg/src/test/java/org/apache/flink/cdc/connectors/iceberg/sink/IcebergMetadataApplierTest.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-iceberg/src/test/java/org/apache/flink/cdc/connectors/iceberg/sink/v2/IcebergWriterTest.java,1,15,3,15,0,0,0,0,0,0,0,0,86,298,0,0,1,15,3,15
FLINK-38152,MySQL,,,,Flink CDC,3.4.0,,,,,,参数故障,,2025/7/29 11:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38183,MySQL,,,,Flink CDC,3.0.0,,,,,,逻辑故障,数据丢失,2025/8/3 03:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38188,PostgreSQL,,,,Flink CDC,3.4.0,3.5.0,,,,,潜在故障（配置出错）,,2025/8/5 05:50,2025/8/13 05:02,6788ff5bf33585905714e00d1e5a4600ee509709,2025-08-05T05:56:50Z,2025-08-13T06:11:36Z,2025-08-13T05:02:15Z,2025-08-13T05:02:15Z,6788ff5bf33585905714e00d1e5a4600ee509709,reviewed;approved;3.5,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-postgres/src/main/java/org/apache/flink/cdc/connectors/postgres/factory/PostgresDataSourceFactory.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-postgres/src/test/java/org/apache/flink/cdc/connectors/postgres/factory/PostgresDataSourceFactoryTest.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/PostgresE2eITCase.java,18,1934,269,1938,9,779,131,781,6,1094,129,1096,108,1297,9,6,3,61,9,61
FLINK-38196,PostgreSQL,,,,Flink CDC,3.4.0,,,,,,崩溃故障,,2025/8/6 05:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38197,MySQL,,,,Flink CDC,3.4.0,,,,,,逻辑故障（待复现）,结构变化,2025/8/6 06:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38204,MySQL,,MaxCompute,,Flink CDC,3.4.0,,,,,,崩溃故障,,2025/8/7 02:03,2025/8/14 04:51,16fa17e064758ef8d1de3c8a94fea7c618d4b0e1,2025-08-14T03:26:57Z,2025-08-14T04:51:57Z,2025-08-14T04:51:57Z,2025-08-14T04:51:57Z,16fa17e064758ef8d1de3c8a94fea7c618d4b0e1,reviewed;approved;maxcompute-pipeline-connector,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-maxcompute/src/main/java/org/apache/flink/cdc/connectors/maxcompute/coordinator/SessionManageOperator.java,1,5,1,5,0,0,0,0,0,0,0,0,103,99,0,0,1,5,1,5
FLINK-38218,MySQL,,,,Flink CDC,3.2.1,,,,,,逻辑故障,数据丢失,2025/8/8 18:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38221,PostgreSQL,,,,Flink CDC,3.4.0,3.5.0,,,,,逻辑故障,数据丢失,2025/8/11 05:43,2025/9/16 06:46,67a5ca1cd166d0f55f7d42b9433ed7181646a192,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38235,MySQL,,,,Flink CDC,3.3.0,,,,,,逻辑故障,功能缺失,2025/8/12 20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38237,MongoDB,,,,Flink CDC,3.4.0,,Flink,1.2,,,逻辑故障,数据变更,2025/8/13 06:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38238,MySQL,,,,Flink CDC,3.1.0,3.5.0,,,,,崩溃故障,,2025/8/13 07:44,2025/8/15 09:47,f9b9f0cec5edc40be2eec2f5c5958c0cdc10ff2d,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38247,MySQL,,,,Flink CDC,3.1.0,,,,,,死锁故障,,2025/8/14 16:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38270,MySQL,8.0.28,,,Flink CDC,3.2.0,,,,,,逻辑故障,数据丢失,2025/8/20 00:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38276,,,,,,,,,,,,逻辑故障,结构变化,2025/8/22 03:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38279,MySQL,,,,Flink CDC,3.4.0,,,,,,崩溃故障,,2025/8/23 03:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38310,,,,,Flink CDC,3.4.0,3.5.0,,,,,潜在故障（逻辑缺陷）,,2025/9/2 19:17,2025/9/16 06:10,ea384c8d798f78da676aba37e0913f6ca9d89e39,2025-09-02T19:49:11Z,2025-09-16T06:15:58Z,2025-09-16T06:10:52Z,2025-09-16T06:10:52Z,ea384c8d798f78da676aba37e0913f6ca9d89e39,mysql-cdc-connector;base;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/pom.xml;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/meta/split/FinishedSnapshotSplitInfo.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/test/java/org/apache/flink/cdc/connectors/base/source/meta/split/FinishedSnapshotSplitInfoTest.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/split/FinishedSnapshotSplitInfo.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/source/split/FinishedSnapshotSplitInfoTest.java,1,185,24,185,1,185,24,185,0,0,0,0,73,216,1,0,0,0,0,0
FLINK-38334,MySQL,,,,Flink CDC,3.2.0,,,,,,挂起故障,,2025/9/9 22:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38354,,,Paimon,1.0.1,Flink CDC,3.4.0,,Flink,1.20.2,,,崩溃故障,,2025/9/15 03:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38393,,,,,Flink CDC,3.4.0,3.5.0,,,,,潜在故障（校验过严）,,2025/9/19 11:26,2025/9/22 03:53,ae26861109b4afdacec6273285e848a0d32c2290,2025-09-19T11:41:18Z,2025-09-22T03:53:39Z,2025-09-22T03:53:39Z,2025-09-22T03:53:39Z,ae26861109b4afdacec6273285e848a0d32c2290,composer;runtime;reviewed;approved,flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkPipelineTransformITCase.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/PostTransformOperator.java,3,99,17,99,2,94,16,94,0,0,0,0,86,951,2,0,1,5,1,5
FLINK-38440,MySQL,,Iceberg,,Flink CDC,3.0.0,3.5.0+,,,,,逻辑故障,数据变更,2025/9/26 03:40,2025/9/28 03:56,682d791538972148c2d9f24f96fc2bd9b1a77666,2025-09-26T06:07:47Z,2025-10-10T06:25:22Z,2025-09-28T03:56:48Z,2025-09-28T03:56:47Z,682d791538972148c2d9f24f96fc2bd9b1a77666,reviewed;approved;iceberg-pipeline-connector,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-iceberg/src/main/java/org/apache/flink/cdc/connectors/iceberg/sink/utils/IcebergTypeUtils.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-iceberg/src/test/java/org/apache/flink/cdc/connectors/iceberg/sink/v2/IcebergWriterTest.java,1,17,3,17,0,0,0,0,0,0,0,0,90,327,0,0,1,17,3,17
FLINK-38450,,,Iceberg,,Flink CDC,3.0.0,,,,,,逻辑故障,数据变更,2025/9/28 06:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38452,MongoDB,,,,Flink CDC,3.5.0,3.5.0+,,,,,崩溃故障,,2025/9/29 08:18,2025/9/30 05:03,35592201cc3989723dffb7fcc54786b4214e4988,2025-09-29T09:11:14Z,2025-09-30T05:03:18Z,2025-09-30T05:03:18Z,2025-09-30T05:03:18Z,35592201cc3989723dffb7fcc54786b4214e4988,mongodb-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mongodb-cdc/src/main/java/org/apache/flink/cdc/connectors/mongodb/source/dialect/MongoDBDialect.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mongodb-cdc/src/main/java/org/apache/flink/cdc/connectors/mongodb/source/utils/MongoUtils.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mongodb-cdc/src/test/java/org/apache/flink/cdc/connectors/mongodb/table/MongoDBRegexFilterITCase.java,1,5,1,5,0,0,0,0,0,0,0,0,84,471,0,0,1,5,1,5
FLINK-38455,MySQL,5.x,Elasticsearch,8.x,Flink CDC,3.5.0,,Flink,1.20.2,,,潜在故障（缺少必要）,,2025/9/30 03:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38467,MySQL,8.0.31,Doris,2.1.3-rc09,Flink CDC,3.1.0,,Flink,1.19.0,,,崩溃故障,,2025/10/1 04:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38478,,,Paimon,,Flink CDC,3.1.0,,,,,,逻辑故障,"	数据丢失",2025/10/5 11:12,2025/10/31 06:26,6a18cd7f7fe5de9c1a79587f9f0af923f3146fd3,2025-10-06T01:47:38Z,2025-10-31T06:26:56Z,2025-10-31T06:26:56Z,2025-10-31T06:26:56Z,6a18cd7f7fe5de9c1a79587f9f0af923f3146fd3,docs;e2e-tests;paimon-pipeline-connector;reviewed;approved,docs/content.zh/docs/connectors/pipeline-connectors/paimon.md;docs/content/docs/connectors/pipeline-connectors/paimon.md;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/main/java/org/apache/flink/cdc/connectors/paimon/sink/PaimonDataSinkOptions.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/main/java/org/apache/flink/cdc/connectors/paimon/sink/v2/PaimonSink.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/main/java/org/apache/flink/cdc/connectors/paimon/sink/v2/PaimonWriter.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/main/java/org/apache/flink/cdc/connectors/paimon/sink/v2/PaimonWriterState.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/main/java/org/apache/flink/cdc/connectors/paimon/sink/v2/PaimonWriterStateSerializer.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/migration/MySqlToPaimonMigrationITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/migration/YamlJobMigrationITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/utils/PipelineTestEnvironment.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/utils/TarballFetcher.java,6,360,60,360,1,19,3,19,3,202,34,202,94,71,1,3,2,139,23,139
FLINK-38491,,,Iceberg,,Flink CDC,3.0.0,,,,,,崩溃故障,,2025/10/9 07:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38522,MySQL,8.0+,,,Flink CDC,3.4.0,,,,,,崩溃故障,,2025/10/14 12:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38531,MySQL,,,,Flink CDC,3.1.1,,,,,,逻辑故障,数据丢失,2025/10/19 06:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38540,,,,,Flink CDC,3.5.0,3.5.0+,,,,,潜在故障（偶然触发）,,2025/10/21 11:52,2025/10/22 07:49,57726d29b1bbbf3d19bf8841eb7a08c433d611a6,2025-10-21T11:57:54Z,2025-10-22T07:49:03Z,2025-10-22T07:49:03Z,2025-10-22T07:49:03Z,57726d29b1bbbf3d19bf8841eb7a08c433d611a6,runtime;reviewed;approved,flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/TransformExpressionCompiler.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/TransformExpressionKey.java,1,5,1,5,0,0,0,0,0,0,0,0,69,4285,0,0,1,5,1,5
FLINK-38550,MongoDB,,,,Flink CDC,3.5.0,,,,,,崩溃故障,,2025/10/23 03:59,,,2025-10-23T04:06:27Z,2025-10-28T08:55:52Z,2025-10-28T08:55:52Z,2025-10-28T08:55:51Z,4698b7a6397fafbf3e54d81ce7c29ad1f62d7d16,mongodb-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mongodb-cdc/src/main/java/org/apache/flink/cdc/connectors/mongodb/source/utils/MongoUtils.java,2,229,33,229,1,182,25,182,0,0,0,0,19,89,1,0,1,47,8,47
FLINK-38555,MySQL,,,,Flink CDC,3.5.0,,,,,,性能故障（待确认）,,2025/10/24 02:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-38593,SQL Server,,,,Flink CDC,3.5.0,3.5.0+,,,,,崩溃故障,,2025/10/30 08:44,2025/10/30 11:21,920fab95cef7fc19f1c209c4bdf55975f2603a61,2025-10-30T08:48:01Z,2025-10-30T11:21:10Z,2025-10-30T11:21:04Z,2025-10-30T11:21:04Z,920fab95cef7fc19f1c209c4bdf55975f2603a61,sqlserver-cdc-connector;e2e-tests;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-sqlserver-cdc/src/test/resources/ddl/column_type_test.sql;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-sqlserver-cdc/src/test/resources/ddl/customer.sql;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-sqlserver-cdc/src/test/resources/ddl/inventory.sql;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-sqlserver-cdc/src/test/resources/ddl/pk.sql;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-sqlserver-cdc/src/test/resources/ddl/product.sql;flink-cdc-e2e-tests/flink-cdc-source-e2e-tests/src/test/resources/ddl/sqlserver_inventory.sql,1,5,1,5,0,0,0,0,0,0,0,0,113,82,0,0,1,5,1,5
