Bug编号,Source数据库类型,Source数据库版本,Sink数据库类型,Sink数据库版本,CDC工具类型,CDC受影响版本,CDC修复版本,依赖软件,依赖软件版本,,,软件情况,故障表现,首次报告时间,确认修复时间,修复 commit hash,tool_created_at,tool_updated_at,tool_closed_at,tool_merged_at,tool_merge_commit_hash,tool_labels,tool_files_changed,tool_total_comments_count,tool_total_chars,tool_total_words,tool_total_bytes,issue_comments_count,issue_comments_chars,issue_comments_words,issue_comments_bytes,review_comments_count,review_comments_chars,review_comments_words,review_comments_bytes,pr_detail_title_chars,pr_detail_body_chars,pr_detail_comments_count,pr_detail_review_comments_count,review_blocs_count,review_blocs_chars,review_blocs_words,review_blocs_bytes
FLINK-36572,,,StarRocks,,Flink CDC,3.2.0,3.2.1/3.3.0,Flink,1.18.1,,,潜在故障,数据变更,2024/10/20 02:50,2024/11/11 05:55,be9b52750c7bb4835a7b8631ebdb17666aff6bb1,2024-10-20T02:59:56Z,2024-11-14T05:06:40Z,2024-11-11T05:55:03Z,2024-11-11T05:55:02Z,be9b52750c7bb4835a7b8631ebdb17666aff6bb1,starrocks-pipeline-connector;reviewed;approved,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-starrocks/src/main/java/org/apache/flink/cdc/connectors/starrocks/sink/StarRocksDataSink.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-starrocks/src/main/java/org/apache/flink/cdc/connectors/starrocks/sink/StarRocksDataSinkFactory.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-starrocks/src/test/java/org/apache/flink/cdc/connectors/starrocks/sink/StarRocksDataSinkFactoryTest.java,8,582,83,582,6,501,71,501,0,0,0,0,98,0,6,0,2,81,12,81
FLINK-36580,MySQL,,,,Flink CDC,3.2.0,,Flink,1.18.1,,,逻辑故障（待复现）,结构变化,2024/10/22 07:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36584,,,,,,,,,,,,,,2024/10/22 19:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36596,,,,,Flink CDC,3.2.0,3.2.1/3.3.0,Flink,1.18.1,,,逻辑故障,结构变化,2024/10/24 07:22,2024/11/14 04:04,51c679a91408476bd64aeb8fa481298554ce9e19,2024-10-24T09:12:21Z,2024-11-14T04:04:55Z,2024-11-14T04:04:55Z,2024-11-14T04:04:55Z,51c679a91408476bd64aeb8fa481298554ce9e19,composer;runtime;reviewed;approved,flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkPipelineTransformITCase.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/parser/TransformParser.java,2,7,2,7,0,0,0,0,0,0,0,0,75,648,0,0,2,7,2,7
FLINK-36597,,,,,,,,,,,,,,2024/10/24 08:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36614,MySQL,,,,Flink CDC,3.1.1,,Flink,1.18.1,,,,,2024/10/28 12:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36619,MySQL,,,,Flink CDC,3.2.0,,Flink,1.18.1,,,逻辑故障,结构变化,2024/10/29 04:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36632,MySQL,,Paimon,,Flink CDC,3.2.0,,Flink,1.19.0,,,逻辑故障（待复现）,数据丢失,2024/10/30 11:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36636,,,,,Flink CDC,3.2.0,3.3.0,Flink,1.18.1,,,崩溃故障,,2024/10/31 08:12,2025/1/14 13:43,551bdf395daf33588f5df86dd8450d23a844128e,2024-10-31T12:58:15Z,2025-01-14T13:43:22Z,2025-01-14T13:43:22Z,2025-01-14T13:43:22Z,551bdf395daf33588f5df86dd8450d23a844128e,docs;runtime;reviewed;approved,docs/content.zh/docs/core-concept/transform.md;docs/content/docs/core-concept/transform.md;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/functions/SystemFunctionUtils.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/parser/JaninoCompiler.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/transform/PostTransformOperatorTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/parser/TransformParserTest.java,23,2260,327,2264,9,743,117,747,10,1266,172,1266,79,1104,9,10,4,251,38,251
FLINK-36649,Oracle,,,,Flink CDC,3.2.0,3.2.1/3.3.0,Flink,1.18.1,,,崩溃故障,,2024/11/1 08:14,2024/11/8 06:57,7f6d9115ae5fec8a7d09d6a7ab4a2ec180e0b646,2024-11-01T08:26:52Z,2024-11-08T06:57:07Z,2024-11-08T06:57:06Z,2024-11-08T06:57:06Z,7f6d9115ae5fec8a7d09d6a7ab4a2ec180e0b646,oracle-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-oracle-cdc/src/main/java/io/debezium/connector/oracle/logminer/LogMinerStreamingChangeEventSource.java,4,655,97,657,3,650,96,652,0,0,0,0,79,4404,3,0,1,5,1,5
FLINK-36656,MySQL,,,,Flink CDC,3.2.0,3.2.1/3.3.0,Flink,1.18.1,,,逻辑故障（待复现）,结构变化,2024/11/4 09:21,2024/11/19 15:36,01a1e5fba55038529a1eaf7758f85d3972d8e0ea,2024-11-04T10:02:04Z,2024-11-20T07:53:31Z,2024-11-20T07:36:10Z,2024-11-20T07:36:10Z,01a1e5fba55038529a1eaf7758f85d3972d8e0ea,mysql-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/table/MySqlDeserializationConverterFactory.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/table/MySqlConnectorITCase.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/table/MySqlConnectorShardingTableITCase.java,2,76,13,76,0,0,0,0,1,71,12,71,103,166,0,1,1,5,1,5
FLINK-36676,SQL Server,,,,Flink CDC,3.2.0,,Flink,1.17,,,逻辑故障,数据丢失,2024/11/8 08:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36681,MySQL,,,,Flink CDC,3.2.0,3.2.1/3.3.0,Flink,1.18.1,,,潜在故障,,2024/11/9 01:23,2024/11/12 11:35,ba74c7c45ff69ccb0052e9ae17972de4a4257ba0,2024-11-09T01:31:10Z,2024-11-14T05:03:39Z,2024-11-12T11:35:09Z,2024-11-12T11:35:09Z,ba74c7c45ff69ccb0052e9ae17972de4a4257ba0,docs;reviewed;approved,docs/content.zh/docs/connectors/flink-sources/mysql-cdc.md;docs/content/docs/connectors/flink-sources/mysql-cdc.md,4,204,29,204,3,202,28,202,0,0,0,0,106,0,3,0,1,2,1,2
FLINK-36682,,,,,Flink CDC,3.2.1,3.4.0,Flink,1.18.1,,,崩溃故障,,2024/11/9 02:37,2025/3/5 14:31,2c699860aa88c33a971b8c855904bfbe679f3a69,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36690,,,,,Flink CDC,3.2.0,,Flink,1.18.1,,,崩溃故障,,2024/11/12 03:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36697,,,Doris,,Flink CDC,3.2.0,,Flink,1.18.1,,,崩溃故障,,2024/11/13 01:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36699,,,,,Flink CDC,3.2.0,3.3.0,Flink,1.18.1,,,逻辑故障（待确认）,数据丢失,2024/11/13 03:01,2024/11/13 07:07,d9ceee050bb1b6cf6bd8e2d285e22602a424d1c1,2024-11-11T08:52:44Z,2024-11-13T07:07:41Z,2024-11-13T07:07:41Z,2024-11-13T07:07:41Z,d9ceee050bb1b6cf6bd8e2d285e22602a424d1c1,common;reviewed;approved,flink-cdc-common/src/main/java/org/apache/flink/cdc/common/types/utils/DataTypeUtils.java;flink-cdc-common/src/test/java/org/apache/flink/cdc/common/types/utils/DataTypeUtilsTest.java,1,5,1,5,0,0,0,0,0,0,0,0,86,94,0,0,1,5,1,5
FLINK-36701,,,,,Flink CDC,3.2.0,3.3.0,Flink,1.18.1,,,崩溃故障,,2024/11/13 08:29,2025/1/9 06:46,630e0d70c24b7443970e7e37332bb2d10aa6823e,2024-12-13T11:48:10Z,2025-01-09T06:46:09Z,2025-01-09T06:46:09Z,2025-01-09T06:46:09Z,630e0d70c24b7443970e7e37332bb2d10aa6823e,common;runtime;e2e-tests;paimon-pipeline-connector;reviewed;approved,flink-cdc-common/src/main/java/org/apache/flink/cdc/common/event/FlushEvent.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/main/java/org/apache/flink/cdc/connectors/paimon/sink/v2/bucket/BucketAssignOperator.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/main/java/org/apache/flink/cdc/connectors/paimon/sink/v2/bucket/BucketWrapperEventSerializer.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/main/java/org/apache/flink/cdc/connectors/paimon/sink/v2/bucket/BucketWrapperFlushEvent.java;flink-cdc-e2e-tests/flink-cdc-source-e2e-tests/src/test/java/org/apache/flink/cdc/connectors/tests/OceanBaseE2eITCase.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/distributed/SchemaOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/regular/SchemaOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/sink/DataSinkFunctionOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/sink/DataSinkWriterOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/serializer/event/EventSerializer.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/schema/distributed/SchemaEvolveTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/schema/regular/SchemaEvolveTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/sink/DataSinkOperatorAdapter.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/sink/DataSinkOperatorWithSchemaEvolveTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/partitioning/PrePartitionOperatorTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/serializer/event/EventSerializerTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/serializer/event/PartitioningEventSerializerTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/testutils/operators/RegularEventOperatorTestHarness.java,23,5189,634,5189,7,3252,329,3252,12,1623,254,1623,136,909,7,12,4,314,51,314
FLINK-36713,PostgreSQL,,,,Flink CDC,3.2.0,3.3.1,Flink,1.18.1,,,崩溃故障,,2024/11/14 01:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36741,,,,,Flink CDC,3.2.0,3.3.0,Flink,1.18.1,,,逻辑故障（待复现）,数据变更,2024/11/18 10:29,2025/1/15 03:01,79e868b86483b66e83edc22f060e57c3a68bae9b,2024-11-18T15:12:36Z,2025-01-15T03:01:40Z,2025-01-15T03:01:40Z,2025-01-15T03:01:40Z,79e868b86483b66e83edc22f060e57c3a68bae9b,values-pipeline-connector;composer;runtime;reviewed;approved,flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkPipelineTransformITCase.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkPipelineUdfITCase.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-values/src/main/java/org/apache/flink/cdc/connectors/values/sink/ValuesDataSinkHelper.java;flink-cdc-pipeline-udf-examples/src/main/java/org/apache/flink/cdc/udf/examples/java/precision/BinaryTypeReturningClass.java;flink-cdc-pipeline-udf-examples/src/main/java/org/apache/flink/cdc/udf/examples/java/precision/CharTypeReturningClass.java;flink-cdc-pipeline-udf-examples/src/main/java/org/apache/flink/cdc/udf/examples/java/precision/DecimalTypeNonNullReturningClass.java;flink-cdc-pipeline-udf-examples/src/main/java/org/apache/flink/cdc/udf/examples/java/precision/DecimalTypeReturningClass.java;flink-cdc-pipeline-udf-examples/src/main/java/org/apache/flink/cdc/udf/examples/java/precision/LocalZonedTimestampTypeReturningClass.java;flink-cdc-pipeline-udf-examples/src/main/java/org/apache/flink/cdc/udf/examples/java/precision/TimestampTypeReturningClass.java;flink-cdc-pipeline-udf-examples/src/main/java/org/apache/flink/cdc/udf/examples/java/precision/VarBinaryTypeReturningClass.java;flink-cdc-pipeline-udf-examples/src/main/java/org/apache/flink/cdc/udf/examples/java/precision/VarCharTypeReturningClass.java;flink-cdc-pipeline-udf-examples/src/main/scala/org/apache/flink/cdc/udf/examples/scala/precision/BinaryTypeReturningClass.scala;flink-cdc-pipeline-udf-examples/src/main/scala/org/apache/flink/cdc/udf/examples/scala/precision/CharTypeReturningClass.scala;flink-cdc-pipeline-udf-examples/src/main/scala/org/apache/flink/cdc/udf/examples/scala/precision/DecimalTypeNonNullReturningClass.scala;flink-cdc-pipeline-udf-examples/src/main/scala/org/apache/flink/cdc/udf/examples/scala/precision/DecimalTypeReturningClass.scala;flink-cdc-pipeline-udf-examples/src/main/scala/org/apache/flink/cdc/udf/examples/scala/precision/LocalZonedTimestampTypeReturningClass.scala;flink-cdc-pipeline-udf-examples/src/main/scala/org/apache/flink/cdc/udf/examples/scala/precision/TimestampTypeReturningClass.scala;flink-cdc-pipeline-udf-examples/src/main/scala/org/apache/flink/cdc/udf/examples/scala/precision/VarBinaryTypeReturningClass.scala;flink-cdc-pipeline-udf-examples/src/main/scala/org/apache/flink/cdc/udf/examples/scala/precision/VarCharTypeReturningClass.scala;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/functions/SystemFunctionUtils.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/parser/JaninoCompiler.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/parser/TransformParser.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/parser/metadata/TransformTable.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/typeutils/DataTypeConverter.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/parser/TransformParserTest.java,16,1550,215,1550,7,1109,145,1109,6,285,47,285,131,2084,7,6,3,156,23,156
FLINK-36742,Oracle,,,,Flink CDC,3.2.0,3.4.0,Flink,1.18.1,,,潜在故障（待确认）,,2024/11/18 12:49,2025/4/24 08:57,c2230d53a5732367d3776dda8b6b7c8a34f090a3,2024-11-18T12:51:08Z,2025-04-24T08:57:31Z,2025-04-24T08:57:30Z,2025-04-24T08:57:30Z,c2230d53a5732367d3776dda8b6b7c8a34f090a3,base;oracle-cdc-connector;reviewed;Stale;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/reader/IncrementalSourceReader.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-oracle-cdc/pom.xml;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-oracle-cdc/src/test/java/org/apache/flink/cdc/connectors/oracle/source/reader/OracleSourceReaderTest.java,8,533,84,533,7,500,78,500,0,0,0,0,104,79,7,0,1,33,6,33
