Bug编号,Source数据库类型,Source数据库版本,Sink数据库类型,Sink数据库版本,首次报告时间,确认修复时间,修复 commit hash,修复周期,tool_created_at,tool_updated_at,tool_closed_at,tool_merged_at,tool_merge_commit_hash,tool_labels,tool_files_changed,tool_total_files_count,tool_people_involved_count,tool_loc_changed,tool_pr_tries_count,tool_total_comments_count,tool_total_chars,tool_total_words,tool_total_bytes,issue_comments_count,issue_comments_chars,issue_comments_words,issue_comments_bytes,review_comments_count,review_comments_chars,review_comments_words,review_comments_bytes,pr_detail_title_chars,pr_detail_body_chars,pr_detail_comments_count,pr_detail_review_comments_count,review_blocs_count,review_blocs_chars,review_blocs_words,review_blocs_bytes
FLINK-34595,MySQL,,,,2024/3/6 16:31,2024/3/11 02:55,26eb6a99b98d7ad547057e8da4413d9c26b84fc8,4d 10:24:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-34634,MongoDB;MySQL;PostgreSQL,5.7.0,,,2024/3/9 07:30,2024/4/12 02:15,48ca8623bb8fa405adb56dbe505dbad10902db89,33d 18:45:46,2024-03-13T07:26:39Z,2024-04-12T02:15:46Z,2024-04-12T02:15:46Z,2024-04-12T02:15:46Z,48ca8623bb8fa405adb56dbe505dbad10902db89,mongodb-cdc-connector;mysql-cdc-connector;base;postgres-cdc-connector,flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/assigner/SnapshotSplitAssigner.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/enumerator/IncrementalSourceEnumerator.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/meta/events/StreamSplitMetaEvent.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/meta/events/StreamSplitMetaRequestEvent.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/meta/split/StreamSplit.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/reader/IncrementalSourceReader.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mongodb-cdc/src/test/java/org/apache/flink/cdc/connectors/mongodb/source/NewlyAddedTableITCase.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/assigners/MySqlSnapshotSplitAssigner.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/enumerator/MySqlSourceEnumerator.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/events/BinlogSplitMetaEvent.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/events/BinlogSplitMetaRequestEvent.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/reader/MySqlSourceReader.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/split/MySqlBinlogSplit.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/source/NewlyAddedTableITCase.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/test/java/org/apache/flink/cdc/connectors/postgres/source/NewlyAddedTableITCase.java,15,3,246,1,14.0,1825.0,281.0,1825.0,5.0,1682.0,253.0,1682.0,8.0,99.0,20.0,99.0,173.0,3128.0,5.0,8.0,1.0,44.0,8.0,44.0
FLINK-34690,MySQL,,StarRocks,,2024/3/15 04:08,2024/4/11 02:57,abb98ee257527079a013462de0893bb9e2276693,26d 22:49:49,2024-03-15T07:16:10Z,2024-04-11T02:57:49Z,2024-04-11T02:57:49Z,2024-04-11T02:57:49Z,abb98ee257527079a013462de0893bb9e2276693,starrocks-pipeline-connector,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-starrocks/src/main/java/org/apache/flink/cdc/connectors/starrocks/sink/StarRocksUtils.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-starrocks/src/test/java/org/apache/flink/cdc/connectors/starrocks/sink/CdcDataTypeTransformerTest.java,2,4,61,1,26.0,2155.0,304.0,2197.0,4.0,369.0,58.0,369.0,18.0,1661.0,231.0,1693.0,70.0,625.0,4.0,18.0,4.0,125.0,15.0,135.0
FLINK-34715,MySQL,,,,2024/3/18 08:03,2024/3/18 10:11,14b81dc6ec804bd516005a177aea00be75df3cc2,0d 02:08:52,2024-03-18T08:07:02Z,2024-03-18T10:11:52Z,2024-03-18T10:11:52Z,2024-03-18T10:11:52Z,14b81dc6ec804bd516005a177aea00be75df3cc2,mysql-cdc-connector,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/debezium/reader/BinlogSplitReaderTest.java,1,2,4,1,1.0,16.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,519.0,0.0,0.0,1.0,16.0,3.0,16.0
FLINK-34801,SQL Server,2014,,,2023/8/1 13:43,2023/10/16 05:15,6f9a06448604c016bcf007b10776d6378279f530,75d 15:31:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-34849,MySQL,,StarRocks,3.1.6,2023/12/21 16:49,2024/4/24 07:57,c1e1aa48d93933c11ce9629d6f98041338f4d7a0,124d 15:07:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-34856,MySQL,,,,2024/1/3 11:24,2024/4/24 07:57,c1e1aa48d93933c11ce9629d6f98041338f4d7a0,111d 20:32:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-34860,MySQL,5.7.0,,,2024/1/10 10:28,2024/6/5 11:30,53c2fb977263853c03b345e087cb927e83049021,147d 01:01:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-34883,DB2;Oracle;PostgreSQL;SQL Server,,,,2024/3/6 16:55,2024/7/16 15:22,94a0415475e7040cc6a61e9bd8aca9c3ccea80ad,131d 22:27:07,2024-04-29T09:06:20Z,2024-07-16T15:22:10Z,2024-07-16T15:22:10Z,2024-07-16T15:22:10Z,94a0415475e7040cc6a61e9bd8aca9c3ccea80ad,base;oracle-cdc-connector;postgres-cdc-connector;sqlserver-cdc-connector;e2e-tests;db2-cdc-connector,flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/assigner/splitter/JdbcSourceChunkSplitter.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/test/java/org/apache/flink/cdc/connectors/base/experimental/MySqlChunkSplitter.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-db2-cdc/src/main/java/org/apache/flink/cdc/connectors/db2/source/dialect/Db2ChunkSplitter.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-oracle-cdc/src/main/java/org/apache/flink/cdc/connectors/oracle/source/assigner/splitter/OracleChunkSplitter.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/pom.xml;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/main/java/org/apache/flink/cdc/connectors/postgres/source/PostgresChunkSplitter.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/main/java/org/apache/flink/cdc/connectors/postgres/source/fetch/PostgresScanFetchTask.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/main/java/org/apache/flink/cdc/connectors/postgres/source/utils/PostgresQueryUtils.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/main/java/org/apache/flink/cdc/connectors/postgres/source/utils/PostgresTypeUtils.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-sqlserver-cdc/src/main/java/org/apache/flink/cdc/connectors/sqlserver/source/dialect/SqlServerChunkSplitter.java;flink-cdc-e2e-tests/flink-cdc-source-e2e-tests/pom.xml,11,3,274,1,14.0,1019.0,144.0,1019.0,5.0,304.0,53.0,304.0,8.0,631.0,79.0,631.0,44.0,817.0,5.0,8.0,1.0,84.0,12.0,84.0
FLINK-34905,MySQL;Runtime,5.7.0/8.0.0,,,2024/3/21 08:56,2024/4/11 05:42,18dd51fe22c26347bc9988d2fb8b6a78c2e922b5,20d 20:46:31,2024-03-14T07:37:07Z,2024-04-11T05:42:31Z,2024-04-11T05:42:31Z,2024-04-11T05:42:31Z,18dd51fe22c26347bc9988d2fb8b6a78c2e922b5,common;runtime;mysql-pipeline-connector,flink-cdc-common/src/main/java/org/apache/flink/cdc/common/types/BinaryType.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/types/CharType.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/main/java/org/apache/flink/cdc/connectors/mysql/utils/MySqlTypeUtils.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/java/org/apache/flink/cdc/connectors/mysql/source/MySqlPipelineITCase.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/serializer/schema/DataTypeSerializer.java,5,3,106,1,5.0,934.0,119.0,934.0,0.0,0.0,0.0,0.0,2.0,836.0,103.0,836.0,101.0,4343.0,0.0,2.0,3.0,98.0,16.0,98.0
FLINK-34908,MySQL,5.7.0/8.0.0,Doris;StarRocks,,2024/3/21 10:50,2024/6/6 11:49,e2ccc836a056c16974e4956190bdce249705b7ee,77d 00:59:11,2024-04-07T03:36:42Z,2024-06-11T02:32:19Z,2024-06-06T11:49:11Z,2024-06-06T11:49:11Z,e2ccc836a056c16974e4956190bdce249705b7ee,doris-pipeline-connector,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-doris/src/main/java/org/apache/flink/cdc/connectors/doris/sink/DorisEventSerializer.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-doris/src/test/java/org/apache/flink/cdc/connectors/doris/sink/DorisRowConverterTest.java,2,3,41,2,13.0,1075.0,161.0,1075.0,7.0,636.0,99.0,636.0,4.0,346.0,46.0,346.0,102.0,133.0,7.0,4.0,2.0,93.0,16.0,93.0
FLINK-34948,,,,,2024/3/27 07:45,2024/4/1 01:55,d099603ef15d9a1ed7ec33718db7ab2438ef1ab5,4d 18:10:34,2024-03-12T11:11:02Z,2024-04-08T03:53:27Z,2024-04-01T01:55:34Z,2024-04-01T01:55:34Z,d099603ef15d9a1ed7ec33718db7ab2438ef1ab5,common,flink-cdc-common/src/main/java/org/apache/flink/cdc/common/types/DataField.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/types/utils/DataTypeUtils.java;flink-cdc-common/src/test/java/org/apache/flink/cdc/common/types/utils/DataTypeUtilsTest.java,3,4,152,1,24.0,1371.0,220.0,1371.0,2.0,136.0,23.0,136.0,21.0,1160.0,186.0,1160.0,73.0,348.0,2.0,21.0,1.0,75.0,11.0,75.0
FLINK-34969,,,,,2024/3/30 13:22,2024/4/23 09:58,21032263c54b9b14999dc234fea551b7253c6e4f,23d 20:36:08,2024-03-25T08:47:19Z,2024-04-23T09:58:08Z,2024-04-23T09:58:08Z,2024-04-23T09:58:08Z,21032263c54b9b14999dc234fea551b7253c6e4f,cli,flink-cdc-cli/pom.xml;flink-cdc-cli/src/main/java/org/apache/flink/cdc/cli/CliFrontend.java;flink-cdc-cli/src/main/java/org/apache/flink/cdc/cli/utils/ConfigurationUtils.java;flink-cdc-cli/src/main/java/org/apache/flink/cdc/cli/utils/FlinkEnvironmentUtils.java;flink-cdc-cli/src/main/java/org/apache/flink/cdc/cli/utils/YamlParserUtils.java;flink-cdc-cli/src/test/java/org/apache/flink/cdc/cli/utils/ConfigurationUtilsTest.java;flink-cdc-cli/src/test/resources/flink-home/conf/config.yaml,7,3,506,1,18.0,5982.0,813.0,5982.0,4.0,1312.0,223.0,1312.0,9.0,4471.0,556.0,4471.0,83.0,611.0,4.0,9.0,5.0,199.0,34.0,199.0
FLINK-35055,,,,,2024/4/9 03:04,2024/4/23 10:05,01ec7da98954db4a985d5c01862b430f9844d218,14d 07:01:11,2024-04-09T05:40:51Z,2024-04-23T10:05:11Z,2024-04-23T10:05:11Z,2024-04-23T10:05:11Z,01ec7da98954db4a985d5c01862b430f9844d218,docs;mysql-cdc-connector;oracle-cdc-connector;e2e-tests;oceanbase-cdc-connector;db2-cdc-connector;mysql-pipeline-connector,docs/content.zh/docs/connectors/legacy-flink-cdc-sources/db2-cdc.md;docs/content.zh/docs/connectors/legacy-flink-cdc-sources/mysql-cdc.md;docs/content.zh/docs/connectors/legacy-flink-cdc-sources/oceanbase-cdc.md;docs/content.zh/docs/connectors/legacy-flink-cdc-sources/oracle-cdc.md;docs/content.zh/docs/connectors/mysql.md;docs/content/docs/connectors/legacy-flink-cdc-sources/db2-cdc.md;docs/content/docs/connectors/legacy-flink-cdc-sources/mysql-cdc.md;docs/content/docs/connectors/legacy-flink-cdc-sources/oceanbase-cdc.md;docs/content/docs/connectors/legacy-flink-cdc-sources/oracle-cdc.md;docs/content/docs/connectors/mysql.md;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/pom.xml;flink-cdc-connect/flink-cdc-source-connectors/flink-sql-connector-db2-cdc/pom.xml;flink-cdc-connect/flink-cdc-source-connectors/flink-sql-connector-mysql-cdc/pom.xml;flink-cdc-connect/flink-cdc-source-connectors/flink-sql-connector-oceanbase-cdc/pom.xml;flink-cdc-connect/flink-cdc-source-connectors/flink-sql-connector-oracle-cdc/pom.xml;flink-cdc-e2e-tests/flink-cdc-source-e2e-tests/pom.xml;flink-cdc-e2e-tests/flink-cdc-source-e2e-tests/src/test/java/org/apache/flink/cdc/connectors/tests/Db2E2eITCase.java;flink-cdc-e2e-tests/flink-cdc-source-e2e-tests/src/test/java/org/apache/flink/cdc/connectors/tests/MySqlE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-source-e2e-tests/src/test/java/org/apache/flink/cdc/connectors/tests/OracleE2eITCase.java,19,2,227,1,8.0,1118.0,141.0,1118.0,5.0,891.0,104.0,891.0,1.0,115.0,19.0,115.0,98.0,920.0,5.0,1.0,2.0,112.0,18.0,112.0
FLINK-35056,SQL Server,,,,2024/4/9 05:21,2024/8/22 17:09,52f2019469cdeb63246317b6cb8c6b825233c27c,135d 11:48:16,2024-08-21T18:07:47Z,2024-08-26T16:24:32Z,2024-08-22T17:09:17Z,2024-08-22T17:09:16Z,52f2019469cdeb63246317b6cb8c6b825233c27c,sqlserver-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-sqlserver-cdc/src/main/java/org/apache/flink/cdc/connectors/sqlserver/source/utils/SqlServerTypeUtils.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-sqlserver-cdc/src/test/java/org/apache/flink/cdc/connectors/sqlserver/source/read/fetch/SqlServerScanFetchTaskTest.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-sqlserver-cdc/src/test/resources/ddl/pk.sql,3,2,56,1,2.0,114.0,21.0,114.0,1.0,81.0,15.0,81.0,0.0,0.0,0.0,0.0,61.0,454.0,1.0,0.0,1.0,33.0,6.0,33.0
FLINK-35079,MongoDB,,,,2024/4/11 07:43,2024/4/17 02:31,0562e35da75fb2c8e512d438adb8f80a87964dc4,5d 18:48:38,2024-04-11T08:29:40Z,2024-04-17T02:31:38Z,2024-04-17T02:31:38Z,2024-04-17T02:31:38Z,0562e35da75fb2c8e512d438adb8f80a87964dc4,mongodb-cdc-connector,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mongodb-cdc/src/main/java/org/apache/flink/cdc/connectors/mongodb/source/reader/fetch/MongoDBStreamFetchTask.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mongodb-cdc/src/main/java/org/apache/flink/cdc/connectors/mongodb/source/utils/MongoUtils.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mongodb-cdc/src/test/java/org/apache/flink/cdc/connectors/mongodb/source/NewlyAddedTableITCase.java,3,3,79,1,15.0,6168.0,666.0,6170.0,1.0,446.0,71.0,446.0,12.0,5574.0,572.0,5576.0,78.0,682.0,1.0,12.0,2.0,148.0,23.0,148.0
FLINK-35102,,,Doris,,2024/4/15 03:16,2024/4/22 07:53,5e52d8620cee995b55f003956c3f7d7a3bdf4a22,7d 04:37:39,2024-04-15T03:23:50Z,2024-04-22T08:27:14Z,2024-04-22T07:53:39Z,2024-04-22T07:53:39Z,5e52d8620cee995b55f003956c3f7d7a3bdf4a22,doris-pipeline-connector,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-doris/pom.xml,1,4,2,1,4.0,96.0,16.0,96.0,1.0,25.0,3.0,25.0,0.0,0.0,0.0,0.0,60.0,1021.0,1.0,0.0,3.0,71.0,13.0,71.0
FLINK-35127,,,Values,,2024/4/17 01:53,2024/4/19 07:37,d4ed7db8dca18906bb8a1d7738cb158da0222bc3,2d 05:44:35,2024-04-18T10:01:03Z,2024-04-19T07:37:35Z,2024-04-19T07:37:35Z,2024-04-19T07:37:35Z,d4ed7db8dca18906bb8a1d7738cb158da0222bc3,values-pipeline-connector,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-values/src/main/java/org/apache/flink/cdc/connectors/values/source/ValuesDataSource.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-values/src/main/java/org/apache/flink/cdc/connectors/values/source/ValuesDataSourceHelper.java,2,2,15,1,4.0,1366.0,125.0,1366.0,3.0,1247.0,104.0,1247.0,0.0,0.0,0.0,0.0,54.0,183.0,3.0,0.0,1.0,119.0,21.0,119.0
FLINK-35149,,,StarRocks,,2024/4/18 02:14,2024/6/4 08:39,33891869a9fffa2abf8b8ae03915d0ddccdaf5ec,47d 06:25:50,2024-04-18T02:32:01Z,2024-06-04T08:40:23Z,2024-06-04T08:39:50Z,2024-06-04T08:39:50Z,33891869a9fffa2abf8b8ae03915d0ddccdaf5ec,composer;starrocks-pipeline-connector,flink-cdc-composer/src/main/java/org/apache/flink/cdc/composer/flink/translator/DataSinkTranslator.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/translator/DataSinkTranslatorTest.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-starrocks/src/main/java/org/apache/flink/cdc/connectors/starrocks/sink/StarRocksUtils.java,3,4,106,1,15.0,1915.0,324.0,1915.0,9.0,1230.0,217.0,1230.0,5.0,644.0,101.0,644.0,115.0,937.0,9.0,5.0,1.0,41.0,6.0,41.0
FLINK-35234,,,,,2024/4/25 05:56,2024/8/6 11:37,d76beecdb0658ff341f91de5c8924159c457c8ba,103d 05:41:37,2024-04-25T06:01:26Z,2024-08-06T11:37:37Z,2024-08-06T11:37:37Z,2024-08-06T11:37:37Z,d76beecdb0658ff341f91de5c8924159c457c8ba,common;reviewed;approved,flink-cdc-common/src/main/java/org/apache/flink/cdc/common/configuration/ConfigurationUtils.java,1,4,41,1,9.0,548.0,82.0,548.0,1.0,42.0,8.0,42.0,5.0,398.0,58.0,398.0,138.0,302.0,1.0,5.0,3.0,108.0,16.0,108.0
FLINK-35251,Runtime,,,,2024/4/27 15:07,2024/4/28 00:30,9cc3451ddf6546317c4c3af1efbc68c2d745ef7d,0d 09:23:48,2024-04-27T15:12:16Z,2024-04-28T00:30:48Z,2024-04-28T00:30:48Z,2024-04-28T00:30:48Z,9cc3451ddf6546317c4c3af1efbc68c2d745ef7d,runtime,flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/coordinator/SchemaDerivation.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/schema/coordinator/SchemaDerivationTest.java,2,2,30,1,1.0,36.0,6.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,239.0,0.0,0.0,1.0,36.0,6.0,36.0
FLINK-35255,Runtime,,,,2024/4/28 06:14,2024/4/29 03:52,23a67dcdb985f135e984e8e1afa8d1159946f95f,0d 21:38:18,2024-04-28T06:22:37Z,2024-04-29T03:53:20Z,2024-04-29T03:52:18Z,2024-04-29T03:52:18Z,23a67dcdb985f135e984e8e1afa8d1159946f95f,runtime,flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/sink/DataSinkWriterOperator.java,1,2,23,1,3.0,174.0,30.0,174.0,2.0,135.0,24.0,135.0,0.0,0.0,0.0,0.0,93.0,80.0,2.0,0.0,1.0,39.0,6.0,39.0
FLINK-35258,,,,,2024/4/28 07:59,2024/4/28 10:07,a513e9f82e815409a8c91bdc999196d1658137f0,0d 02:08:57,2024-04-28T08:36:45Z,2024-04-28T10:07:57Z,2024-04-28T10:07:57Z,2024-04-28T10:07:57Z,a513e9f82e815409a8c91bdc999196d1658137f0,docs,docs/content.zh/docs/connectors/doris.md;docs/content/docs/connectors/doris.md,2,2,12,2,1.0,37.0,6.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,25.0,0.0,0.0,1.0,37.0,6.0,37.0
FLINK-35259,Runtime,,,,2024/4/28 13:35,2024/4/29 03:33,0108d0e5d18c55873c3d67e9caad58b9d2148d6a,0d 13:58:04,2024-04-28T14:20:45Z,2024-04-29T03:33:04Z,2024-04-29T03:33:04Z,2024-04-29T03:33:04Z,0108d0e5d18c55873c3d67e9caad58b9d2148d6a,runtime,flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/functions/SystemFunctionUtils.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/typeutils/DataTypeConverter.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/transform/TransformDataOperatorTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/parser/JaninoCompilerTest.java,4,2,67,1,1.0,109.0,19.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0,0.0,1.0,109.0,19.0,109.0
FLINK-35264,Runtime,,,,2024/4/29 08:52,2024/4/29 12:23,f61f0f44bd56196296193edf9e9fa693e22e6a3c,0d 03:31:44,2024-04-29T08:36:27Z,2024-04-29T12:23:44Z,2024-04-29T12:23:44Z,2024-04-29T12:23:44Z,f61f0f44bd56196296193edf9e9fa693e22e6a3c,runtime;e2e-tests,flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/TransformE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/resources/ddl/mysql_inventory.sql;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/resources/ddl/transform_test.sql;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/TransformSchemaOperator.java,4,2,306,1,3.0,194.0,23.0,194.0,2.0,114.0,8.0,114.0,0.0,0.0,0.0,0.0,61.0,142.0,2.0,0.0,1.0,80.0,15.0,80.0
FLINK-35274,DB2,,,,2024/4/30 10:34,2024/5/6 05:54,a7cb46f7621568486a069a7ae01a7b86ebb0a801,5d 19:20:08,2024-04-30T10:54:35Z,2024-05-06T05:54:09Z,2024-05-06T05:54:08Z,2024-05-06T05:54:08Z,a7cb46f7621568486a069a7ae01a7b86ebb0a801,db2-cdc-connector,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-db2-cdc/src/main/java/io/debezium/connector/db2/Db2Connection.java,1,2,3,1,2.0,48.0,8.0,48.0,1.0,16.0,2.0,16.0,0.0,0.0,0.0,0.0,84.0,79.0,1.0,0.0,1.0,32.0,6.0,32.0
FLINK-35281,,,,,2024/5/2 06:35,2024/7/5 06:06,ca1470d5dd48f9238d13a350be99c174ff600b7b,63d 23:31:57,2024-05-08T02:38:18Z,2024-07-05T06:06:58Z,2024-07-05T06:06:57Z,2024-07-05T06:06:57Z,ca1470d5dd48f9238d13a350be99c174ff600b7b,composer,flink-cdc-composer/src/main/java/org/apache/flink/cdc/composer/flink/FlinkEnvironmentUtils.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkEnvironmentUtilsTest.java,2,3,81,1,6.0,384.0,53.0,384.0,1.0,28.0,5.0,28.0,4.0,282.0,38.0,282.0,85.0,940.0,1.0,5.0,1.0,74.0,10.0,74.0
FLINK-35294,MySQL,5.7/8.0,,,2024/5/6 09:28,2024/5/27 04:11,bddcaae7846671c0447b2aa6c7d8e96638988f99,20d 18:43:42,2024-05-06T09:39:13Z,2024-05-27T04:11:42Z,2024-05-27T04:11:42Z,2024-05-27T04:11:42Z,bddcaae7846671c0447b2aa6c7d8e96638988f99,mysql-cdc-connector,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/debezium/reader/BinlogSplitReader.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/debezium/task/MySqlBinlogSplitReadTask.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/debezium/reader/BinlogSplitReaderTest.java,3,2,105,1,1.0,42.0,6.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,442.0,0.0,0.0,1.0,42.0,6.0,42.0
FLINK-35301,MySQL,,,,2024/5/7 01:44,2024/5/27 10:54,6350eec66c80a4c3815dce604305d417ee862e14,20d 09:10:26,2024-05-07T01:46:10Z,2024-05-27T10:54:26Z,2024-05-27T10:54:26Z,2024-05-27T10:54:26Z,6350eec66c80a4c3815dce604305d417ee862e14,mysql-cdc-connector;base,flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/relational/connection/JdbcConnectionPoolFactory.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/io/debezium/connector/mysql/MySqlConnection.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/connection/PooledDataSourceFactory.java,3,2,7,1,3.0,76.0,17.0,76.0,0.0,0.0,0.0,0.0,2.0,72.0,16.0,72.0,59.0,232.0,0.0,2.0,1.0,4.0,1.0,4.0
FLINK-35323,Runtime,,,,2024/5/10 02:23,2024/6/3 04:05,88afc5f18d051b52da86b5017dc896a4a66e6e10,24d 01:42:01,2024-05-11T01:24:12Z,2024-06-03T09:40:51Z,2024-06-03T04:05:01Z,2024-06-03T04:05:01Z,88afc5f18d051b52da86b5017dc896a4a66e6e10,runtime;e2e-tests,flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/TransformE2eITCase.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/TransformDataOperator.java,2,4,168,1,4.0,330.0,40.0,330.0,2.0,309.0,35.0,309.0,0.0,0.0,0.0,0.0,107.0,596.0,2.0,0.0,2.0,21.0,5.0,21.0
